13,Andhra Steel Ingavu Charu Recipe - Asfoitida Flavored Tamarand Rasam,https://www.archanaskitchen.com/andhra-style-ingavu-chaaru-recipe-asafetida-flavored-tamarind-rasam,"2 cup Tamarind Water,1/2 cup Arhar dal  ( Split Toor Dal ) ,1 teaspoon Asafoetida  ( hing ) ,Salt - to taste,1 teaspoon Mustard seeds,1 teaspoon Cumin seeds  ( Jeera ) ,1 teaspoon Methi Seeds  ( Fenugreek Seeds ) ,1 sprig Curry leaves,1 pinch Asafoetida  ( hing ) ,Sunflower Oil - for cooking"
14,And fish soup recipe - Bengali style fish in tomato gravy,https://www.archanaskitchen.com/aar-macher-jhol-recipe-bengali-style-fish-in-spicy-tomato-gravy,"600 grams Aar Maach  ( fish )  - rohu/ katla fish  ( cut into thick steaks ) ,1 Tomato - finely chopped,2 Bay leaves  ( tej patta ) ,1-1/2 tablespoons Ginger - paste,4 Green Chillies - coarsely crushed,1 teaspoon Cumin powder  ( Jeera ) ,1 teaspoon Coriander Powder  ( Dhania ) ,Salt - to taste,1/2 teaspoon Cumin seeds  ( Jeera ) ,1/2 teaspoon Turmeric powder  ( Haldi ) ,2 Green Chillies - slit lengthwise,Mustard oil - as required,1-1/4 cups Water - add 2 cups if you like a loose gravy,Sugar - a pinch  ( optional ) ,1 tablespoon Coriander  ( Dhania )  Leaves - optional"
15,Saunf Aloo  ( Fennel Potato Curry )  Recipe,https://www.archanaskitchen.com/saunf-aloo-fennel-potato-curry-recipe,"5 Potatoes  ( Aloo )  - halved with skin,2 teaspoon Fennel seeds  ( Saunf )  - crushed,2 teaspoon Red Chilli powder,1 teaspoon Turmeric powder  ( Haldi ) ,1/4 cup Fresh cream - or 1/2 cup milk,4 sprig Coriander  ( Dhania )  Leaves - finely chopped"
16,South Indian Onion Chutney Recipe - South Indian Onion Chutney  ( Recipe ) ,http://www.archanaskitchen.com/south-indian-onion-chutney-recipe-in-hindi,"2 onions, 1 teaspoon cumin seeds, 2 tablespoons black urad dal  ( split ) , 1 tablespoon tamarind paste, 3 dry red chillies, 1/2 teaspoon jaggery, 2 teaspoons oil, salt - 1 teaspoon, as per taste Rye, 1 sprig curry leaves, 1/2 teaspoon oil"
17,Hariyali Egg Curry Recipe In Coriander and Mint Gravy,https://www.archanaskitchen.com/hariyali-egg-curry-recipe-in-coriander-and-mint-gravy,"4 Whole Eggs - boiled,1 Cinnamon Stick  ( Dalchini )  - small,1 Bay leaf  ( tej patta ) ,2 Cloves  ( Laung ) ,1 tablespoon Sunflower Oil,2 teaspoons Coriander Powder  ( Dhania ) ,1 teaspoon Garam masala powder,2 tablespoons Fresh cream,2 cups Coriander  ( Dhania )  Leaves - tightly packed,1 cup Mint Leaves  ( Pudina )  - chopped,2 Green Chillies - chopped,1 Onion - roughly chopped,1 inch Ginger - chopped,4 cloves Garlic"
18,Gourd Raita Recipe - Grated Bottle Gourd Yogurt Salad,http://www.archanaskitchen.com/grated-bottle-gourd-yogurt-salad-recipe-in-hindi,"2 cups curd, 1 cup gourd - peel and tighten, 1 cucumber - peel and grind, 1 green - finely chopped, 1 green coriander - little, 1/2 teaspoon cumin powder, salt - as per taste"
19,Homemade Tater Tots Recipe,http://www.archanaskitchen.com/homemade-tater-tots-recipe,"10 Potatoes  ( Aloo ) ,1 teaspoon Garlic powder,1 teaspoon Onion powder,1 teaspoon Dried oregano,1 tablespoon Coriander  ( Dhania )  Leaves - finely chopped,1 teaspoon Red Chilli flakes,2 tablespoon All Purpose Flour  ( Maida ) ,1 tablespoon Rice flour,Salt - to taste,Sunflower Oil - for deep frying the tater tots"
20,Chettinad Vegetable Casserole Recipe - Chettinad Vegetable Pulao Recipe,https://www.archanaskitchen.com/chettinad-vegetable-pulao-recipe-with-kohinoor-silver-basmati-rice-in-hindi,"1 cup rice - wash well in water, 12 small onions - finely chopped, 2 cloves garlic - tighten, 1 inch ginger - tighten, 2 green chillies - straight and thin cut, 1 bay leaf - break , 1 tsp red chilli powder, 1 tsp turmeric powder, 1 carrot - chop, 12 green beans - chop, 2 potatoes - peel and chop, ghee - as per use, 2 cloves, 1 inch cinnamon, 1 tsp fennel , 1 tsp whole pepper, 1 tsp coriander seeds, 1/4 cup green peas - steam, 1/4 cup mint leaves - finely chopped"
21,Garlic Amla Chutney Recipe - Lehsun Amla Chutney Recipe,http://www.archanaskitchen.com/lehsun-amla-chutney-recipe-garlic-gooseberry-chutney-in-hindi,"8 amla, 6 small onions, 10 bud garlic, 2 green chillies, 1/2 cup mint, 1/2 cup coriander, salt - as per taste, 1 tsp oil, 1 tsp oil, 1/2 tsp rye, 1/4 tsp urad dal, 1/4 tsp chana dal, 1 sprig curry leaves, 10 cashew nuts"
22,Maharashtrian Kakdi Thalipeeth Recipe - Spiced Cucumber Flat Bread,http://www.archanaskitchen.com/maharashtrian-kakdi-thalipeeth-recipe-spiced-cucumber-flat-bread,"1/2 cup Gram flour  ( besan ) ,1/2 cup Whole Wheat Flour,1/4 cup Rice flour,1 Cucumber - peeled and grated,1 teaspoon Turmeric powder  ( Haldi ) ,1 teaspoon Cumin powder  ( Jeera ) ,1 teaspoon Coriander Powder  ( Dhania ) ,1 teaspoon Red Chilli powder,2 Green Chillies - finely chopped,1/2 cup Coriander  ( Dhania )  Leaves - chopped,5 cloves Garlic - finely chopped,Salt - to taste,Ghee - for smearing on thalipeeth"
23,Homemade Healthy Subway Sandwich Recipe With Beet & Sprout,http://www.archanaskitchen.com/homemade-healthy-subway-sandwich-recipe-with-beet-sprout,"2 Submarine Bread  ( Subway Bread )  -  ( flat breads or foot longs ) ,1/2 cup Green Moong Sprouts,1 Beetroot - grated,2 cloves Garlic - grated,1/2 cup Hung Curd  ( Greek Yogurt ) ,2 tablespoon Coriander  ( Dhania )  Leaves - finely chopped,2 Tomatoes - thinly sliced,2 Stalks Spring Onion  ( Bulb & Greens )  - finely chopped,Tabasco Original - Hot Sauce - to taste,Salt and Pepper - to taste"
24,South Indian Style Murungakkai Poriyal Recipe - Drumstick Stir Fry,http://www.archanaskitchen.com/murungakkai-poriyal-recipe-south-indian-style-drumstick-stir-fry,"5 Drumstick - cut into 3 inch pieces,1/2 cup Fresh coconut - grated,2 Green Chillies - slit,1 sprig Curry leaves,1 teaspoon Mustard seeds,2 teaspoons Coconut Oil,2 Dry Red Chillies,1/2 teaspoon Turmeric powder  ( Haldi ) ,Salt - to taste,Water - as needed"
26,Kesar Mango Lassi Recipe - Saffron Mango Lassi Recipe,https://www.archanaskitchen.com/mango-saffron-lassi-recipe,"3/4 cup Mango Pulp  ( Puree ) ,1 cup Curd  ( Dahi / Yogurt )  -  ( low fat ) ,1 tablespoon Sugar - or honey,2 pinch Saffron strands,3 tablespoons Badam  ( Almond )  - roughly chopped,3 tablespoons Milk - luke warm+more cold milk as needed,Ice cubes - a few"
27,Chettinad Sweet Paniyaram Recipe - Chettinad Sweet Paniyaram Recipe,http://www.archanaskitchen.com/chettinad-sweet-paniyaram-recipe-in-hindi,"1 cup idli dosa mixture, 4 tablespoons rice rava, 1/3 cup jaggery, 3 tablespoons coconut - grated, 1 tablespoon of cardamom powder, salt - as per taste, water - as per use, oil - as per use"
29,Mini Dal Samosa Curry / Sabzi Recipe,http://www.archanaskitchen.com/mini-dal-samosa-curry-recipe,"3 Cardamom  ( Elaichi )  Pods/Seeds,6 Whole Black Peppercorns,1/2 inch Cinnamon Stick  ( Dalchini ) ,3 cloves Cloves  ( Laung ) ,1 Mace  ( Javitri ) ,1 Bay leaf  ( tej patta ) ,1 Black cardamom  ( Badi Elaichi ) ,1/2 teaspoon Kasuri Methi  ( Dried Fenugreek Leaves ) ,1/2 teaspoon Kashmiri Red Chilli Powder,1/2 teaspoon Turmeric powder  ( Haldi ) ,1 teaspoon Coriander Powder  ( Dhania ) ,1/2 teaspoon Garam masala powder,6 Samosas - mini,15 Cashew nuts,1 Green Chilli,1 Onion - roughly chopped,2 Tomato - roughly chopped,1/2 inch Ginger,1/2 teaspoon Sugar,1 tablespoon Fresh cream,2 tablespoons Sunflower Oil"
31,Spinach Garlic Bruschetta Recipe With Red Bell Pepper Sauce,http://www.archanaskitchen.com/spinach-garlic-bruschetta-recipe-with-red-bell-pepper-sauce,"1 Baguette - sliced,1 1/2 tablespoon Butter,1/2 tablespoon Garlic - minced,1 cup Spinach Leaves  ( Palak ) ,1 Red Bell pepper  ( Capsicum )  -  ( optional,1 Tomato - finely chopped,1 Onion - finely chopped  ( optional ) ,1 tablespoon Black pepper powder - adjust,1 tablespoon Italian seasoning,1 teaspoon Fresh cream,1 cup Cheddar cheese - grated,Salt - to taste,1 tablespoon Roasted tomato pasta sauce"
32,Mini Dal Mature Chat Recipe - That Perfect Party Snack,https://www.archanaskitchen.com/mini-dal-pakwan-chaat-recipe-a-perfect-party-snack,"1 cup Whole Wheat Flour,1 cup All Purpose Flour  ( Maida ) ,1 teaspoon Ajwain  ( Carom seeds ) ,1 teaspoon Cumin seeds  ( Jeera ) ,2 tablespoons Ghee,Salt - as needed,Sunflower Oil - for deep frying,1 cup Chana dal  ( Bengal Gram Dal ) ,1/2 teaspoon Turmeric powder  ( Haldi ) ,1/2 teaspoon Garam masala powder,1/4 teaspoon Red Chilli powder,1 teaspoon Amchur  ( Dry Mango Powder ) ,1/2 teaspoon Sugar,Salt - as needed,1 tablespoon Ghee,1/4 teaspoon Asafoetida  ( hing ) ,1 teaspoon Cumin seeds  ( Jeera ) ,2 Green Chillies - slit,1 sprig Curry leaves,1/4 cup Sweet Chutney  ( Date & Tamarind ) ,1/4 cup Green Chutney  ( Coriander & Mint ) ,1 Onion - finely chopped,1/2 cup Fresh Pomegranate Fruit Kernels,1/4 cup Sev"
33,Asian Style Sweet & Spicy Green Beans Recipe,http://www.archanaskitchen.com/asian-style-spicy-green-beans-recipe,"300 grams Green beans  ( French Beans )  - cut into half,3 cloves Garlic - finely chopped,1 tablespoon Soy sauce,2 tablespoons Thai Sweet Chilli Sauce,1 Lemon - juice,2 tablespoons Rice Wine Vinegar,1/4 cup Roasted Peanuts  ( Moongphali ) ,Salt - to taste,1 tablespoon Sesame  ( Gingelly )  Oil"
34,Chinese Darsaan Recipe With Ice Cream,http://www.archanaskitchen.com/chinese-darsaan-recipe-with-ice-cream,"1 tablespoon Sunflower Oil,All Purpose Flour  ( Maida ) ,1/4 teaspoon Baking powder,Water - to make the dough,Sunflower Oil - to deep fry,2 tablespoons Honey,2 tablespoon Sugar,1 tablespoon Sesame seeds  ( Til seeds )  - white,2 tablespoons Water,1/2 teaspoon Vanilla Extract"
35,Sundakkai and Methi Leaves Sambar Recipe - Sundkai Methi Sambar Recipe,https://www.archanaskitchen.com/sundakkai-and-methi-leaves-sambar-recipe-in-hindi,"1/2 cup Sundkai, 1/4 cup fenugreek, 1/2 cup Arhar dal - boiled and mashed, 1/2 Tomato, 1 Tamarind, 1/2 tsp Turmeric Powder, 2 tsp Sambar Powder, 1 tsp Coriander Powder, 1/2 teaspoon mustard, 1/4 teaspoon cumin seeds, 1 dry red chili, 1/4 teaspoon asafoetida, oil - as per use, salt - as per taste, curry leaves - little, green coriander - little, water - According to use"
36,"Cabbage, Spinach, Pomegranate Slaw with Lemon Dressing Recipe",https://www.archanaskitchen.com/cabbage-spinach-pomegranate-slaw-with-lemon-dressing-recipe,"1 cup Cabbage  ( Patta Gobi/ Muttaikose )  - shredded,1 cup Spinach - shredded,1 cup Fresh Pomegranate Fruit Kernels,2 Lemon juice,2 tablespoons Extra Virgin Olive Oil,Salt and Pepper - to taste"
37,Matar Samosa Recipe -Green Pea Samosa,https://www.archanaskitchen.com/matar-samosa-recipe-green-pea-samosa,"1 cup All Purpose Flour  ( Maida ) ,2 tablespoons Ghee,1/2 teaspoon Salt,Sunflower Oil - for deep frying,2 tablespoons Ghee,1 teaspoon Cumin seeds  ( Jeera ) ,1 teaspoon Green Chilli Sauce,1/2 teaspoon Cinnamon Powder  ( Dalchini ) ,1/2 teaspoon Garam masala powder,1/4 teaspoon Red Chilli powder,2 teaspoon Amchur  ( Dry Mango Powder ) ,1-1/2 cups Green peas  ( Matar )  - steamed and mashed,Salt - to taste,2 teaspoon All Purpose Flour  ( Maida ) ,1/4 cup Water"
38,Eggless Chocolate Cupcakes With Raspberry & Cheese Frosting,http://www.archanaskitchen.com/eggless-chocolate-cupcakes-with-raspberry-and-cream-cheese-frosting-recipe,"1 cup All Purpose Flour  ( Maida ) ,1/2 cup Sugar,1 cup Dark chocolate,1/2 cup Cocoa Powder,1/2 cup Salted butter,3/4 cup Milk,1/2 tablespoon Baking powder,1/2 teaspoon Baking soda,1/2 tablespoon Vanilla Extract,1 cup Britannia Cream Cheese,3/4 cup Caster Sugar,1 teaspoon Vanilla Extract,8 Fresh raspberries"
40,Kerala pala pradham recipe,https://www.archanaskitchen.com/kerala-palada-pradhaman-recipe,"1 cup Ada,2 liter Milk - full cream,3/4 cup Sugar,1 tablespoon Ghee,1/2 teaspoon Cardamom Powder  ( Elaichi ) "
41,Tindora Sambharo Recipe - Instant Tendli Pickle,https://www.archanaskitchen.com/tindora-sambharo-recipe-instant-tendli-pickle,"1 cup Tindora  ( Dondakaya/ Kovakkai )  - finely chopped,1 teaspoon Red Chilli powder,1/4 teaspoon Split Methi Seeds  ( Methi Kuria ) ,1/2 teaspoon Split Mustard Seeds  ( Rai Kuria ) ,1/4 teaspoon Turmeric powder  ( Haldi ) ,1/4 teaspoon Asafoetida  ( hing ) ,1 tablespoon Sunflower Oil,Lemon - juice extracted,Salt - to taste"
42,Chettinad Style Chicken Roast Recipe,https://www.archanaskitchen.com/chettinad-style-chicken-roast-recipe,"1 Chicken legs,1/4 cup Hung Curd  ( Greek Yogurt ) ,1/2 teaspoon Turmeric powder  ( Haldi ) ,Salt - to taste,1 teaspoon Sunflower Oil,1 Onion - sliced,4 cloves Garlic,1/2 inch Ginger,2 tablespoon Fresh coconut - grated,2 teaspoon Cumin seeds  ( Jeera ) ,2 teaspoons Coriander  ( Dhania )  Seeds,1/4 teaspoon Methi Seeds  ( Fenugreek Seeds ) ,1/4 teaspoon Kalonji  ( Onion Nigella Seeds ) ,1 teaspoon Whole Black Peppercorns,2 Dry Red Chillies,1 teaspoon Fennel seeds  ( Saunf ) ,1/2 inch Cinnamon Stick  ( Dalchini ) ,2 Cloves  ( Laung ) ,1 Cardamom  ( Elaichi )  Pods/Seeds,1/2 teaspoon Mustard seeds,1 tablespoon Ghee,1 teaspoon Tamarind Paste,1 teaspoon Jaggery,1 teaspoon Ghee,1/2 teaspoon Mustard seeds,1 sprig Curry leaves,4 cloves Garlic"
43,Palakottai Kujambu Recipe-Kongunad Style Jackfruit Seeds Curry,http://www.archanaskitchen.com/palakottai-kuzhambu-recipe-kongunad-style-jackfruit-seeds-curry,"1 cup Jackfruit Seeds  ( Kathal ) ,1 cup Tamarind Water,8 cloves Garlic,1/2 teaspoon Mustard seeds,1/2 teaspoon Cumin seeds  ( Jeera ) ,8 Curry leaves,1/4 teaspoon Turmeric powder  ( Haldi ) ,1/2 teaspoon Red Chilli powder,2 teaspoons Sambar Powder,1/4 teaspoon Asafoetida  ( hing ) ,Coriander  ( Dhania )  Leaves - small bunch,Salt - to taste,2 teaspoons Sunflower Oil,1/2 cup Fresh coconut,10 Whole Black Peppercorns,2 Dry Red Chillies,1 Onion - chopped,1 Tomato - chopped,1 teaspoon Coriander  ( Dhania )  Seeds,1 teaspoon Sunflower Oil"
44,Baingan Bharta Recipe - Brinjal Bharta Recipe,http://www.archanaskitchen.com/baingan-bharta-recipe-in-hindi,"1 eggplant, 2 inch ginger - peel and tighten, 1 onion - finely chopped, 1 tomato - chopped, 2 green chillies - finely chopped, 1 teaspoon turmeric powder, 1 teaspoon garam masala powder, 1 teaspoon coriander powder , 1 tablespoon butter, 1 teaspoon red chili powder, salt - as per taste, 1 tablespoon oil, 2 sprigs of coriander - finely chopped  ( for garnish ) "
45,Kesar Chai Recipe - A Delicious Saffron Flavored Indian Tea,http://www.archanaskitchen.com/kesar-chai-recipe-a-delicious-saffron-flavored-indian-tea,"2 cups Water,1 teaspoon Tea leaves,1/4 cup Milk,10 Saffron strands - or more"
46,Pacha Manga Pachadi Recipe - Tamil Nadu Raw Mango Pachadi Recipe,http://www.archanaskitchen.com/pacha-manga-pachadi-recipe-tamil-nadu-raw-mango-pachadi-in-hindi,"1 raw mango - chop big, 1 cup tamarind water, 1 tablespoon jaggery, 1 tablespoon sambar powder, 1 teaspoon turmeric powder, 1/2 teaspoon salt, 1 teaspoon mustard, asafoetida - a pinch, 1 Sprig Curry leaves, 2 dry red chillies, oil - as per use"
47,Short Knot Husband Recipe - Raw Jackfruit & Black Chickpea Stir Fry,https://www.archanaskitchen.com/kodava-style-mudi-chekke-barthad-recipe-raw-jackfruit-black-chickpea-stir-fry,"10 Jackfruit Seeds  ( Kathal ) ,1 cup Kala Chana  ( Brown Chickpeas )  - soaked overnight,1 teaspoon Mustard seeds,1/2 teaspoon Cumin seeds  ( Jeera ) ,1 sprig Curry leaves,1 Tomato - chopped,1/2 cup Tamarind Water,1 teaspoon Turmeric powder  ( Haldi ) ,4 Dry Red Chillies,1 teaspoon Cumin seeds  ( Jeera ) ,1 teaspoon Coriander  ( Dhania )  Seeds,2 Cloves  ( Laung ) ,1 inch Cinnamon Stick  ( Dalchini ) ,1/2 cup Fresh coconut,1 inch Ginger,4 cloves Garlic"
48,Whole Wheat Crepe Recipe With Herbed Vegetables,http://www.archanaskitchen.com/whole-wheat-crepe-recipe-with-herbed-vegetables,"1 cup Whole Wheat Flour,1 pinch Salt,1 teaspoon Italian seasoning,1/4 cup Cheese spread - flavoured,1 Broccoli - cut into florets,1 Onion - thinly sliced,1 Red Bell pepper  ( Capsicum )  - diced,Salt - to taste,2 sprig Parsley leaves - roughly chopped"
49,Makki and Methi Roti Recipe,https://www.archanaskitchen.com/makki-and-methi-roti-recipe,"2 cups Makki Ka Atta  ( Yellow Corn Meal Flour ) ,1 1/2 cups Methi Leaves  ( Fenugreek Leaves )  - chopped,2 Green Chillies - chopped,1 tablespoon Ajwain  ( Carom seeds ) ,1 tablespoon Kashmiri Red Chilli Powder,Salt - to taste"
50,Cabbage and Carrot Sambharo Recipe - Gujarati Vegetable Stir Fry,http://www.archanaskitchen.com/cabbage-and-carrot-sambharo-recipe-gujarati-vegetable-stirfry,"3 Carrots  ( Gajjar )  - grated,3 cups Cabbage  ( Patta Gobi/ Muttaikose )  - shredded,1 Green Bell Pepper  ( Capsicum )  - thinly sliced,1/2 teaspoon Turmeric powder  ( Haldi ) ,1 teaspoon Sugar,1 teaspoon Lemon juice,Salt - to taste,1 teaspoon Sunflower Oil,1 teaspoon Mustard seeds,1/4 teaspoon Asafoetida  ( hing ) ,1 sprig Curry leaves,3 Green Chillies - slit lengthwise"
51,Whole Wheat Pita Bread Recipe,http://www.archanaskitchen.com/whole-wheat-pita-bread-recipe,"1-1/2 cups All Purpose Flour  ( Maida ) ,1-1/2 cups Whole Wheat Flour,2 teaspoons Active dry yeast,1/2 teaspoons Salt,1-1/2 teaspoons Sugar,1-1/4 cups Lukewarm Water,2 tablespoons Extra Virgin Olive Oil"
52,Andhra Steel Tomato Knock Recipe  ( Tomato Chutney ) ,http://www.archanaskitchen.com/andhra-style-tamati-pachadi-recipe-tomato-chutney,"1 kg Tomatoes,8 Dry Red Chillies - adjustable,1 teaspoon Tamarind Paste,2 teaspoons Red Chilli powder - optional,1/2 teaspoon Turmeric powder  ( Haldi ) ,1 tablespoon Mustard seeds,1 teaspoon Methi Seeds  ( Fenugreek Seeds ) ,8 cloves Garlic,Sunflower Oil,Salt - to taste"
53,Herbal Brown Rice Recipe - Herbal Brown Rice Recipe,https://www.archanaskitchen.com/herbed-brown-rice-recipe-in-hindi,"1-1 / 2 cup brown rice, 2 onions - finely chopped, 4 long garlic - finely chopped, 3 tsp oregano, 3 tsp rosemary, 4 tsp red chilli flakes, salt - as per taste, oil, water - According to use"
54,Aamras Recipe - Ripe Mango Ras,http://www.archanaskitchen.com/gujarati-aamras-recipe-a-delicious-mango-pulp,"3 cups Mango  ( Ripe )  - cut into pieces,1/4 cup Water,Sugar - optional"
55,Rajasthani very roti recipe,http://www.archanaskitchen.com/rajasthani-khooba-roti-recipe,"1 cup Whole Wheat Flour,Salt - to taste,Water - as required,Ghee - as required"
